# device ABr_bw ABw_bw SBr_bw SBw_bw ABr_sd ABw_sd SBr_sd SBw_sd ABr_sd_min ABr_sd_max ABw_sd_min ABw_sd_max SBr_sd_min SBr_sd_max SBw_sd_min SBw_sd_max
intel 0.000000 0.000000 0.000000 0.000000 1.003957 1.000000 .998687 .999343 1.003958 1.003958 1.000000 1.000000 0.998688 0.998688 0.999343 0.999343
